	C10_S10_bmtagger_1	C11_S11_bmtagger_1	D01_S13_bmtagger_1	D03_S15_bmtagger_1	D04_S16_bmtagger_1	D05_S17_bmtagger_1	D06_S18_bmtagger_1	D07_S19_bmtagger_1	F11_S47_bmtagger_1	GCF_000072485.1_ASM7248v1_genomic	GCF_002208885.1_ASM220888v1_genomic	GCF_900186865.1_49243_F02_genomic
g025259	1	1	0	0	0	0	0	0	1	0	1	0
g025260	1	1	1	0	0	1	0	0	1	0	1	1
g025261	1	1	1	1	1	1	1	1	1	1	1	1
g025262	1	1	1	1	1	1	1	1	1	1	1	1
g025263	1	1	1	1	1	1	0	1	1	0	1	0
g025264	1	1	1	1	1	1	1	1	1	0	1	1
g025265	1	1	1	1	1	1	1	1	1	1	1	1
g025266	1	1	1	1	1	1	1	1	1	1	1	1
g025267	0	0	1	0	0	0	0	1	0	0	1	0
g025268	0	1	0	1	1	1	1	1	1	1	1	0
g025269	0	0	0	1	1	1	1	1	1	1	1	0
g025270	1	1	1	1	1	1	1	1	1	1	1	0
g025271	1	1	1	1	1	1	1	1	1	1	1	0
g025272	0	1	1	1	1	1	1	1	1	1	1	1
g025273	1	1	1	1	1	1	1	1	1	1	1	1
g025274	0	0	0	0	0	0	0	0	0	0	1	0
g025275	0	1	1	1	1	1	1	1	1	1	1	1
g025276	1	1	1	1	1	1	1	1	1	1	1	1
g025277	0	0	1	1	1	1	1	1	0	0	1	0
g025278	1	1	1	1	1	1	1	1	1	0	1	0
g025279	1	1	1	1	1	1	1	1	1	1	1	1
g025280	0	1	0	1	1	1	1	1	1	1	1	0
g025281	1	1	1	1	1	1	1	1	1	1	1	1
g025282	1	1	1	1	1	0	0	1	0	0	1	0
g025283	1	1	1	1	1	1	1	1	1	0	1	1
g025284	1	1	0	1	1	1	1	1	1	1	1	1
g025285	1	0	0	0	0	1	0	1	0	0	1	0
g025286	1	1	1	1	1	1	1	1	1	1	1	1
g025287	0	1	1	1	1	1	1	1	1	1	1	1
g025288	1	1	0	0	0	0	0	0	1	0	1	1
g025289	1	1	0	0	0	0	0	0	1	0	1	1
g025290	0	0	1	1	1	1	1	1	1	0	1	0
g025291	1	1	1	1	1	1	1	1	1	1	1	1
g025292	0	1	1	1	1	1	1	1	1	1	1	1
g025293	1	1	1	1	1	1	1	1	1	1	1	1
g025294	1	1	0	0	0	0	0	0	1	1	1	1
g025295	1	1	0	0	0	0	0	0	0	0	1	0
g025296	0	0	0	0	0	0	0	0	0	0	1	0
g025297	0	0	0	1	0	1	1	1	0	0	1	0
g025298	0	0	0	0	0	0	0	0	0	0	1	0
g025299	0	1	1	1	1	1	1	1	0	0	1	0
g025300	0	0	0	0	0	0	0	0	0	0	1	0
g025301	0	0	0	0	0	0	0	0	0	0	1	0
g025302	1	1	1	1	1	1	1	1	1	1	1	1
g025303	0	1	1	1	1	1	1	1	1	1	1	1
g025304	0	0	0	1	1	1	1	1	0	0	1	0
g025305	0	0	0	0	0	0	0	1	0	0	1	0
g025306	0	0	0	0	1	0	0	1	0	0	1	0
g025307	1	1	1	1	1	1	1	1	1	1	1	1
g025308	0	0	0	1	0	0	0	1	0	0	1	0
g025309	0	0	0	0	0	0	0	0	0	0	1	0
g025310	0	0	0	0	0	0	0	0	0	0	1	0
g025311	0	1	1	1	1	1	1	1	1	1	1	1
g025312	0	1	1	1	1	1	1	1	1	0	1	0
g025313	1	0	0	1	1	0	1	1	1	1	1	0
g025314	0	0	0	0	0	0	0	0	0	0	1	0
g025315	0	0	0	0	0	0	0	0	0	0	1	0
g025316	0	0	0	0	0	0	0	0	0	0	1	0
g025317	0	0	0	0	0	0	0	0	0	0	1	0
g025318	0	0	0	0	0	0	0	0	0	0	1	0
g025319	0	0	0	0	0	0	0	0	0	0	1	0
g025320	0	0	0	0	0	0	0	0	0	0	1	0
g025321	1	0	1	1	0	0	0	1	0	0	1	0
g025322	1	1	1	1	1	1	1	1	1	1	1	1
g025323	1	1	0	1	1	1	1	1	1	1	1	1
g025324	1	1	1	1	1	1	1	1	1	1	1	1
g025325	1	1	1	1	1	1	1	1	1	1	1	1
g025326	1	0	1	1	0	1	1	0	0	0	1	1
g025327	1	1	1	1	1	1	1	1	1	1	1	0
g025328	1	1	1	1	1	1	1	1	1	0	1	0
g025329	1	1	1	1	1	1	1	1	1	1	1	1
g025330	0	1	1	1	1	0	1	0	1	0	1	0
g025331	1	1	1	1	1	1	1	1	1	1	1	1
g025332	1	0	0	1	0	1	1	0	1	0	1	0
g025333	0	0	0	0	0	0	0	0	0	0	1	0
g025334	0	0	0	0	0	0	0	0	0	0	1	0
g025335	0	0	0	0	0	0	0	0	0	0	1	0
g025336	1	1	1	1	1	1	1	1	1	1	1	0
g025337	0	0	0	0	0	0	0	0	0	0	1	0
g025338	0	0	0	0	0	0	0	0	0	0	1	0
g025339	0	0	0	0	0	0	0	0	0	0	1	0
g025340	0	0	0	0	0	0	0	0	0	0	1	0
g025341	0	0	0	0	0	0	0	0	0	0	1	0
g025342	0	0	0	0	0	0	0	0	0	0	1	1
g025343	0	0	0	0	0	0	0	0	0	0	1	0
g025344	0	0	0	0	0	0	0	0	0	0	1	0
g025345	0	0	0	0	0	0	0	0	0	0	1	1
g025346	0	0	0	0	0	0	0	0	0	0	1	0
g025347	0	0	0	0	0	0	0	0	0	0	1	0
g025348	0	0	0	0	0	0	0	0	0	0	1	0
g025349	0	0	0	0	0	0	0	0	0	0	1	0
g025350	0	0	0	0	0	0	0	0	0	0	1	0
g025351	0	0	0	0	0	0	0	0	0	0	1	0
g025352	0	0	0	0	0	0	0	0	0	0	1	0
g025353	0	0	0	0	0	0	0	0	0	1	1	0
g025354	1	1	1	1	1	1	1	1	1	1	1	1
g025355	1	1	1	1	1	1	1	1	1	0	1	1
g025356	1	1	1	1	1	1	1	1	1	1	1	1
g025357	0	0	0	0	0	0	0	0	0	0	1	0
g025358	0	0	0	0	0	0	0	0	0	0	1	0
g025359	0	1	0	0	0	0	0	0	1	0	1	0
g025360	1	1	1	1	1	1	1	1	1	1	1	1
g025361	1	1	1	1	1	1	1	1	1	1	1	1
g025362	1	1	1	1	1	1	1	1	1	1	1	1
g025363	1	1	1	1	1	1	1	1	1	1	1	1
g025364	1	1	1	1	1	1	1	1	1	1	1	1
g025365	0	1	0	1	0	0	1	0	0	0	1	0
g025366	1	1	1	1	1	1	1	1	1	1	1	1
g025367	0	0	0	0	0	0	0	0	0	0	1	0
g025368	0	1	1	1	1	1	1	1	1	1	1	1
g025369	1	1	1	1	1	1	1	0	1	1	1	1
g025370	0	0	1	1	0	1	1	1	1	1	1	0
g025371	0	0	0	0	0	0	0	0	0	0	1	0
g025372	1	1	0	0	0	0	0	0	1	1	1	0
g025373	0	1	0	0	0	0	0	0	1	0	1	0
g025374	0	0	0	0	0	0	0	1	0	0	1	0
g025375	1	1	1	1	1	1	1	1	1	0	1	1
g025376	1	1	1	1	1	1	1	0	1	1	1	1
g025377	1	1	1	1	1	1	1	1	1	1	1	1
g025378	1	1	1	1	1	1	1	1	1	1	1	1
g025379	1	1	1	1	1	1	1	1	1	1	1	1
g025380	0	0	0	0	0	0	0	0	0	0	1	0
g025381	1	1	1	1	1	1	1	1	1	1	1	1
g025382	1	1	1	1	1	1	1	1	1	1	1	1
g025383	1	1	1	1	1	1	1	1	1	1	1	1
g025384	1	1	1	1	1	1	1	1	1	1	1	1
g025385	1	1	1	1	1	1	1	1	1	1	1	1
g025386	1	1	1	1	1	1	1	1	1	0	1	1
g025387	1	1	1	1	1	1	1	1	1	1	1	1
g025388	1	1	1	1	1	1	1	1	1	1	1	1
g025389	0	0	0	0	0	1	0	0	0	0	1	0
g025390	1	0	1	1	0	1	1	1	1	0	1	1
g025391	1	1	1	1	1	1	1	1	1	1	1	1
g025392	1	1	0	1	0	0	1	1	1	0	1	0
g025393	1	1	1	1	1	1	1	1	1	0	1	0
g025394	1	1	1	1	1	1	1	1	1	1	1	1
g025395	0	1	0	0	1	0	0	1	1	1	1	0
g025396	1	1	1	1	1	1	1	1	1	1	1	0
g025397	0	0	1	0	1	0	0	1	0	0	1	0
g025398	0	0	0	0	0	0	0	0	0	0	1	0
g025399	1	1	1	1	1	1	1	1	1	1	1	1
g025400	1	0	1	1	1	1	1	0	0	0	1	0
g025401	1	1	1	1	1	1	1	1	1	1	1	0
g025402	1	1	1	1	1	1	1	1	1	1	1	1
g025403	0	0	0	0	0	0	1	0	0	0	1	0
g025404	0	0	0	0	0	0	0	0	0	0	1	0
g025405	0	0	0	0	0	0	0	0	0	0	1	0
g025406	0	0	0	0	0	0	0	0	0	0	1	0
g025407	0	0	0	0	0	0	0	0	0	0	1	0
g025408	0	0	0	0	0	0	0	0	0	0	1	0
g025409	0	0	0	0	0	0	0	0	0	0	1	0
g025410	1	1	1	1	1	1	1	1	1	1	1	1
g025411	1	1	1	1	1	1	1	1	1	1	1	1
g025412	0	1	1	1	1	1	1	1	1	1	1	1
g025413	1	1	1	1	1	1	1	1	1	1	1	1
g025414	1	1	0	1	1	1	1	1	1	1	1	1
g025415	1	1	1	1	1	1	1	1	1	1	1	1
g025416	1	1	1	1	1	1	1	1	1	1	1	1
g025417	1	1	0	0	0	0	0	0	1	0	1	0
g025418	1	1	1	0	0	0	1	0	1	0	1	0
g025419	1	1	1	1	1	1	1	1	1	0	1	1
g025420	1	1	1	1	1	1	1	1	1	1	1	1
g025421	1	1	1	1	1	1	1	1	1	1	1	1
g025422	1	1	1	1	1	1	1	1	1	1	1	1
g025423	1	1	1	1	1	1	1	1	1	1	1	1
g025424	1	1	1	1	1	1	1	1	1	0	1	0
g025425	1	1	1	1	1	1	1	1	1	1	1	1
g025426	1	1	1	1	1	1	1	1	1	0	1	1
g025427	1	1	1	1	1	1	1	1	1	1	1	1
g025428	0	0	0	0	0	0	0	0	0	0	1	0
g025429	1	1	1	1	1	1	1	1	1	1	1	1
g025430	1	1	1	1	1	1	1	1	1	1	1	1
g025431	0	1	1	1	1	1	1	0	1	0	1	0
g025432	0	0	1	1	1	1	1	1	1	1	1	0
g025433	1	1	1	1	1	1	1	1	1	1	1	1
g025434	0	1	1	1	1	0	1	1	1	1	1	1
g025435	1	1	1	1	0	1	1	1	1	1	1	1
g025436	1	1	1	1	1	1	1	1	1	1	1	1
g025437	1	1	1	1	1	1	1	1	1	1	1	1
g025438	1	1	1	1	1	1	1	1	1	1	1	1
g025439	0	1	1	1	1	1	1	1	1	1	1	0
g025440	0	1	1	1	1	1	1	1	1	1	1	0
g025441	0	0	1	0	0	0	1	0	0	0	1	0
g025442	1	1	1	1	1	1	1	1	1	1	1	0
g025443	1	1	1	1	1	1	1	1	1	1	1	1
g025444	1	1	0	0	0	0	0	0	1	0	1	0
g025445	1	1	1	1	1	1	1	1	1	1	1	1
g025446	1	1	1	1	1	1	1	1	1	1	1	1
g025447	1	1	1	1	1	1	1	1	1	1	1	1
g025448	1	1	0	1	1	1	1	1	1	0	1	1
g025449	0	1	1	1	1	1	1	1	1	0	1	1
g025450	1	1	1	1	1	1	1	1	1	1	1	1
g025451	1	1	0	0	0	0	0	0	1	1	1	1
g025452	0	0	1	1	1	1	1	1	0	0	1	0
g025453	1	1	1	1	1	1	1	1	1	0	1	1
g025454	1	1	1	1	1	1	1	1	1	0	1	1
g025455	1	1	0	0	1	0	0	0	1	0	1	1
g025456	1	1	1	1	1	1	1	1	1	1	1	1
g025457	1	1	0	0	0	0	0	0	1	0	1	0
g025458	1	1	0	0	0	0	0	0	1	0	1	0
g025459	1	1	1	1	1	1	1	1	1	1	1	1
g025460	1	1	1	1	1	1	1	1	1	1	1	1
g025461	1	1	1	1	1	1	1	1	1	0	1	0
g025462	0	0	1	1	1	1	1	1	0	0	1	0
g025463	0	0	0	0	0	0	0	0	0	0	1	0
g025464	0	0	1	1	1	1	1	1	0	0	1	0
g025465	0	1	1	1	1	1	1	1	1	0	1	0
g025466	1	1	1	1	1	1	1	1	1	1	1	1
g025467	1	1	1	1	1	1	1	1	1	1	1	1
g025468	1	1	1	1	1	1	1	1	1	1	1	1
g025469	1	1	1	1	1	1	1	1	1	1	1	1
g025470	1	1	1	0	1	0	1	1	0	0	1	0
g025471	1	0	1	0	0	0	0	0	1	0	1	0
g025472	0	1	0	0	0	0	0	0	1	0	1	0
g025473	1	1	1	1	1	1	1	0	1	0	1	0
g025474	0	0	0	0	0	0	0	0	0	0	1	0
g025475	0	0	0	0	0	0	0	0	0	0	1	0
g025476	0	0	0	0	0	0	0	0	0	0	1	0
g025477	0	0	0	0	0	0	0	0	0	0	1	0
g025478	0	0	0	0	0	0	0	0	0	0	1	0
g025479	0	0	0	0	0	0	0	0	0	0	1	0
g025480	0	0	0	0	0	0	0	0	0	0	1	0
g025481	0	0	0	0	0	0	0	0	0	0	1	0
g025482	0	0	0	0	0	0	0	0	0	0	1	0
g025483	0	0	0	0	0	0	0	0	0	0	1	0
g025484	0	0	0	0	0	0	0	0	0	0	1	0
g025485	0	0	0	0	0	0	0	0	0	0	1	0
g025486	0	0	0	0	0	0	0	0	0	0	1	0
g025487	0	0	0	0	0	0	0	0	0	0	1	0
g025488	0	0	0	0	0	0	0	0	0	0	1	0
g025489	0	0	0	0	0	0	0	0	0	0	1	0
g025490	0	0	0	0	0	0	0	0	0	0	1	0
g025491	0	0	0	0	0	0	0	0	0	0	1	0
g025492	0	0	0	0	0	0	0	0	0	0	1	0
g025493	0	0	0	0	0	0	0	0	0	0	1	0
g025494	0	0	0	0	0	0	0	0	0	0	1	0
g025495	0	0	0	0	0	0	0	0	0	0	1	0
g025496	0	0	0	0	0	0	0	0	0	0	1	0
g025497	0	0	0	0	0	0	0	0	0	0	1	0
g025498	0	0	0	0	0	0	0	0	0	0	1	0
g025499	0	0	0	0	0	0	0	0	0	0	1	0
g025500	0	0	0	0	0	0	0	0	0	0	1	0
g025501	0	0	0	0	0	0	0	0	0	0	1	0
g025502	0	0	0	0	0	0	0	0	0	0	1	0
g025503	0	0	0	0	0	0	0	0	0	0	1	0
g025504	1	0	1	1	1	1	1	1	1	0	1	0
g025505	0	0	1	1	1	1	1	1	0	1	1	0
g025506	1	1	1	1	1	1	1	1	1	1	1	1
g025507	1	1	1	1	1	1	1	1	1	1	1	1
g025508	0	0	1	1	1	1	1	0	0	0	1	0
g025509	0	0	1	1	1	1	1	1	0	1	1	0
g025510	0	0	1	1	1	1	0	1	0	1	1	0
g025511	1	1	1	1	0	1	1	1	1	1	1	0
g025512	1	1	1	1	1	1	1	1	1	1	1	0
g025513	1	1	1	1	1	1	1	1	1	1	1	0
g025514	0	0	0	0	0	0	0	0	0	0	1	0
g025515	1	1	0	0	0	0	0	0	1	1	1	1
g025516	0	0	0	0	0	0	0	0	0	0	1	0
g025517	0	0	1	1	1	1	1	1	0	0	1	0
g025518	0	0	0	0	0	0	0	0	0	0	1	0
g025519	0	0	0	0	0	0	0	0	0	0	1	0
g025520	0	0	0	0	0	0	0	0	0	0	1	0
g025521	1	1	1	1	1	1	1	1	1	1	1	1
g025522	0	0	0	0	0	0	0	1	0	0	1	0
g025523	1	1	1	1	1	1	1	1	1	1	1	1
g025524	1	0	0	0	0	0	0	0	0	0	1	0
g025525	1	1	1	1	1	1	1	1	1	1	1	1
g025526	1	1	1	1	1	1	1	1	1	1	1	1
g025527	0	0	0	0	0	0	0	0	0	0	1	0
g025528	1	1	0	1	1	1	1	1	1	1	1	1
g025529	1	1	1	1	1	1	1	1	1	1	1	0
g025530	1	1	1	1	1	1	1	1	1	0	1	1
g025531	1	1	1	1	1	1	1	0	1	1	1	0
g025532	0	1	0	0	0	0	0	0	0	0	1	0
g025533	1	1	0	0	0	0	0	0	1	0	1	0
g025534	1	1	1	1	1	1	1	1	1	1	1	1
g025535	1	1	1	1	1	1	1	1	1	0	1	0
g025536	1	1	1	1	1	1	1	1	1	0	1	0
g025537	1	1	1	1	1	1	1	1	1	1	1	1
g025538	1	1	1	1	1	1	1	1	1	1	1	1
g025539	1	1	1	1	1	1	1	1	1	1	1	1
g025540	1	1	1	1	1	1	1	1	1	1	1	1
g025541	1	1	1	1	1	1	1	1	0	1	1	1
g025542	0	1	1	1	1	1	1	1	1	1	1	1
g025543	1	0	0	0	0	1	0	0	0	0	1	0
g025544	0	1	0	1	1	1	1	1	1	1	1	1
g025545	1	1	1	1	1	1	1	1	1	1	1	0
g025546	1	1	1	1	1	1	1	1	1	1	1	1
g025547	1	1	1	1	1	1	1	1	1	1	1	1
g025548	1	1	1	1	1	1	1	1	1	1	1	1
g025549	1	1	0	0	0	0	0	0	1	0	1	0
g025550	1	1	1	1	1	1	1	1	1	1	1	1
g025551	0	1	1	1	1	1	1	1	1	1	1	0
g025552	1	1	1	1	1	1	1	1	1	1	1	1
g025553	1	1	1	1	1	1	1	1	1	1	1	1
g025554	1	1	1	1	1	1	1	1	1	1	1	1
g025555	0	1	1	1	1	1	1	1	1	1	1	1
g025556	1	1	1	1	1	1	1	1	1	1	1	0
g025557	0	0	0	0	0	0	0	1	0	1	1	0
g025558	1	1	1	1	1	1	1	1	1	1	1	1
g025559	1	1	1	1	1	1	1	1	1	1	1	0
g025560	1	1	1	1	1	1	1	1	1	1	1	0
g025561	0	0	0	0	0	0	0	0	0	0	1	0
g025562	0	1	1	1	1	1	1	1	1	0	1	0
g025563	1	1	1	1	1	1	1	1	1	1	1	0
g025564	1	1	0	1	1	1	1	1	1	1	1	0
g025565	1	1	1	1	1	1	1	1	1	0	1	0
g025566	0	1	1	1	1	1	1	1	1	1	1	1
g025567	1	1	1	1	1	1	1	1	1	1	1	1
g025568	0	0	0	0	0	0	0	1	0	0	1	0
g025569	0	0	0	0	0	0	0	0	0	0	1	0
g025570	1	1	1	1	1	1	1	1	1	1	1	1
g025571	0	0	0	0	0	0	0	0	1	0	1	0
g025572	0	0	0	0	0	0	0	0	0	0	1	0
g025573	1	1	1	1	0	1	1	1	1	0	1	0
g025574	1	1	1	1	1	1	1	1	1	1	1	1
g025575	1	1	1	1	1	1	1	0	1	1	1	1
g025576	0	1	1	0	0	0	0	0	1	0	1	0
g025577	1	1	1	1	1	1	1	1	1	1	1	1
g025578	1	1	1	1	1	1	1	1	1	1	1	1
g025579	1	1	1	1	1	1	1	1	1	1	1	1
g025580	1	1	1	1	1	1	1	1	1	1	1	1
g025581	0	1	0	0	0	0	1	0	1	0	1	0
g025582	0	0	0	0	0	0	0	0	0	0	1	0
g025583	1	1	1	1	1	1	1	1	1	1	1	1
g025584	1	1	1	1	1	1	1	1	1	1	1	1
g025585	1	0	0	0	0	0	0	0	0	0	1	0
g025586	0	1	1	1	1	1	1	1	1	1	1	1
g025587	1	1	1	1	1	1	1	1	1	1	1	1
g025588	1	1	1	1	1	1	1	1	1	1	1	1
g025589	1	1	1	1	0	1	1	1	1	1	1	1
g025590	1	1	1	1	1	1	1	1	1	1	1	1
g025591	1	1	1	1	1	1	1	1	1	1	1	1
g025592	1	1	1	0	0	1	0	1	1	1	1	0
g025593	1	1	0	0	0	0	0	0	1	1	1	1
g025594	1	1	1	1	1	1	1	1	0	0	1	1
g025595	0	1	1	1	1	1	1	1	1	1	1	1
g025596	1	1	1	1	1	1	1	1	1	1	1	1
g025597	1	0	1	0	0	0	0	0	0	0	1	0
g025598	1	1	1	1	1	1	1	1	1	1	1	1
g025599	1	0	1	1	1	1	1	1	1	1	1	1
g025600	0	1	1	1	1	1	1	1	1	1	1	1
g025601	0	1	1	1	1	1	1	1	1	1	1	1
g025602	1	1	1	1	1	1	1	1	1	1	1	1
g025603	1	0	0	0	0	0	1	0	0	0	1	0
g025604	0	0	1	1	0	0	1	1	0	0	1	0
g025605	1	1	1	1	1	1	1	1	1	1	1	1
g025606	1	1	1	1	1	1	1	1	1	1	1	1
g025607	1	1	1	1	1	1	1	1	1	1	1	1
g025608	1	1	1	1	1	1	1	1	1	1	1	1
g025609	1	1	1	1	1	1	1	1	1	1	1	1
g025610	1	1	1	1	1	1	1	1	1	1	1	1
g025611	1	1	1	1	1	1	1	1	1	0	1	1
g025612	0	1	1	1	1	1	1	0	1	1	1	1
g025613	0	1	1	1	1	1	1	1	1	1	1	1
g025614	0	1	1	0	1	1	1	1	1	1	1	0
g025615	1	1	1	1	1	1	1	1	1	1	1	1
g025616	1	1	1	1	1	1	1	1	1	1	1	1
g025617	1	0	1	1	0	1	1	1	0	0	1	0
g025618	1	1	1	1	1	1	1	1	1	1	1	0
g025619	0	1	1	1	1	1	1	1	1	1	1	1
g025620	1	1	1	1	1	1	1	1	1	1	1	0
g025621	1	0	1	1	0	0	1	1	0	0	1	0
g025622	1	1	1	1	1	1	1	0	1	0	1	0
g025623	1	1	0	0	0	0	0	0	1	1	1	1
g025624	0	0	0	0	0	0	0	0	0	0	1	0
g025625	1	1	1	1	1	1	1	1	1	1	1	1
g025626	1	1	1	1	1	1	1	1	1	1	1	1
g025627	1	1	1	1	1	1	1	1	1	1	1	0
g025628	1	1	1	1	1	1	1	1	1	1	1	1
g025629	0	0	0	0	0	0	0	0	0	0	1	0
g025630	1	0	0	0	0	0	0	0	0	0	1	0
g025631	0	0	0	0	0	0	0	1	1	0	1	0
g025632	1	1	1	1	1	1	1	1	1	1	1	1
g025633	0	0	0	0	0	0	0	0	1	0	1	0
g025634	1	1	1	1	1	1	1	0	1	1	1	1
g025635	1	1	1	1	1	1	1	1	1	1	1	1
g025636	1	1	1	1	1	1	1	1	1	1	1	1
g025637	1	1	1	1	1	1	1	1	1	1	1	1
g025638	1	1	1	1	1	1	1	1	1	1	1	1
g025639	0	0	0	0	0	0	0	0	0	1	1	0
g025640	1	1	1	1	1	1	1	0	1	1	1	1
g025641	0	1	1	1	1	1	0	0	1	1	1	0
g025642	0	0	1	1	1	1	1	1	0	0	1	0
g025643	1	1	1	1	1	1	1	1	1	1	1	0
g025644	0	0	1	1	1	1	1	1	0	1	1	1
g025645	1	1	0	1	1	0	0	1	1	0	1	1
g025646	1	1	1	1	1	1	1	1	1	0	1	0
g025647	0	0	0	0	0	0	0	1	0	0	1	0
g025648	0	1	1	1	1	1	1	1	1	1	1	1
g025649	0	1	1	1	1	1	1	1	1	1	1	1
g025650	1	1	1	1	0	1	1	1	1	1	1	0
g025651	1	1	1	1	1	1	1	1	1	1	1	1
g025652	0	1	1	1	1	1	0	1	1	1	1	1
g025653	0	0	0	0	0	0	1	0	0	0	1	0
g025654	1	1	1	1	1	1	1	1	1	1	1	1
g025655	0	1	1	1	1	1	1	1	1	1	1	0
g025656	1	1	1	1	1	1	1	1	1	1	1	0
g025657	1	0	1	1	1	1	1	1	1	1	1	0
g025658	1	1	1	1	1	1	1	1	1	1	1	0
g025659	1	1	1	1	1	1	1	1	1	0	1	1
g025660	1	1	1	1	1	1	1	1	1	1	1	1
g025661	1	1	1	1	1	1	1	1	1	1	1	1
g025662	1	1	1	1	1	1	1	1	1	1	1	1
g025663	0	1	1	1	1	1	1	1	1	1	1	1
g025664	0	1	1	1	1	1	1	1	1	1	1	0
g025665	1	1	1	1	0	1	1	1	1	1	1	1
g025666	0	0	0	0	0	0	0	0	0	0	1	0
g025667	1	1	1	1	1	1	1	1	1	1	1	1
g025668	1	1	1	1	1	1	1	1	1	1	1	1
g025669	1	1	1	1	1	1	1	1	1	1	1	1
g025670	0	0	0	0	0	0	0	0	0	0	1	0
g025671	1	1	1	1	1	1	1	1	1	1	1	1
g025672	1	1	1	1	1	1	1	1	1	1	1	1
g025673	1	1	1	1	1	1	1	1	1	1	1	1
g025674	1	1	1	1	1	1	1	1	1	1	1	1
g025675	0	1	1	1	1	1	1	1	1	1	1	1
g025676	1	1	1	1	1	1	1	1	0	0	1	1
g025677	0	1	1	1	1	1	1	1	1	1	1	1
g025678	0	1	0	1	1	0	0	0	0	1	1	0
g025679	1	1	0	0	0	0	0	0	0	0	1	0
g025680	1	1	0	0	0	0	0	0	0	0	1	0
g025681	1	0	0	0	0	0	0	0	0	0	1	0
g025682	1	0	0	0	0	0	0	0	0	0	1	0
g025683	0	1	0	0	0	0	0	0	0	0	1	0
g025684	0	0	0	0	0	0	0	0	0	0	1	0
g025685	0	0	0	0	0	0	0	0	0	0	1	0
g025686	0	0	0	0	0	0	0	0	0	0	1	0
g025687	0	0	0	0	0	0	0	0	0	0	1	0
g025688	1	1	0	0	0	0	0	0	0	0	1	0
g025689	0	0	0	0	0	0	0	0	0	0	1	0
g025690	1	1	0	0	0	0	0	0	0	0	1	0
g025691	1	1	0	0	0	0	0	0	0	0	1	0
g025692	1	1	0	0	0	0	0	0	0	0	1	0
g025693	0	0	0	0	0	0	0	0	0	0	1	0
g025694	0	0	0	0	0	0	0	0	0	0	1	0
g025695	1	1	0	0	0	0	0	0	0	0	1	0
g025696	0	0	0	0	0	0	0	0	0	0	1	0
g025697	0	0	0	0	0	0	0	0	0	0	1	0
g025698	0	1	0	0	0	0	0	0	0	0	1	0
g025699	0	0	0	0	0	0	0	0	0	0	1	0
g025700	0	0	0	0	0	0	0	0	0	0	1	0
g025701	1	1	0	0	0	0	0	0	0	0	1	0
g025702	0	1	0	0	0	0	0	0	0	0	1	0
g025703	1	1	0	0	0	0	0	0	1	0	1	0
g025704	1	1	0	0	0	0	0	0	0	0	1	0
g025705	1	1	0	0	0	0	0	0	1	0	1	0
g025706	1	1	0	0	0	0	0	0	0	0	1	0
g025707	1	1	0	0	0	0	0	0	0	0	1	0
g025708	1	1	0	0	0	0	0	0	0	0	1	0
g025709	0	0	0	0	0	0	0	0	0	0	1	0
g025710	0	0	0	0	0	0	0	0	0	0	1	0
g025711	0	0	0	0	0	0	0	0	0	0	1	0
g025712	0	0	0	0	0	0	0	0	0	0	1	0
g025713	0	0	0	0	0	0	0	0	0	0	1	0
g025714	0	0	0	0	0	0	0	0	0	0	1	0
g025715	0	0	0	0	0	0	0	0	0	0	1	0
g025716	0	0	0	0	0	0	0	0	0	0	1	0
g025717	1	1	0	0	0	0	0	0	0	0	1	0
g025718	0	0	0	0	0	0	0	0	0	0	1	0
g025719	0	1	0	0	0	0	0	0	0	0	1	0
g025720	1	1	0	0	0	0	0	0	0	0	1	0
g025721	0	0	0	0	0	0	0	0	0	0	1	0
g025722	0	0	0	0	0	0	0	0	0	0	1	0
g025723	1	1	0	0	0	0	0	0	0	0	1	0
g025724	0	0	0	0	0	0	0	0	0	0	1	0
g025725	0	0	0	0	0	0	0	0	0	0	1	0
g025726	0	0	0	0	0	0	0	0	0	0	1	0
g025727	0	0	0	0	0	0	0	0	0	0	1	0
g025728	1	1	0	0	0	0	0	0	0	0	1	0
g025729	0	0	0	0	0	0	0	0	0	0	1	0
g025730	1	1	0	0	0	0	0	0	1	0	1	0
g025731	0	0	1	1	1	1	1	1	0	0	1	0
g025732	0	1	1	1	1	1	1	1	1	0	1	0
g025733	1	0	0	0	0	0	0	0	0	0	1	0
g025734	1	0	1	1	1	1	1	1	1	1	1	1
g025735	1	1	1	1	1	1	1	1	1	1	1	1
g025736	0	0	0	0	1	0	0	0	0	0	1	0
g025737	1	1	1	1	1	1	1	1	1	1	1	1
g025738	0	0	1	1	1	1	1	1	0	1	1	0
g025739	0	0	1	1	1	1	1	1	0	1	1	0
g025740	0	0	1	1	1	1	1	1	0	1	1	0
g025741	0	0	1	1	1	1	1	1	0	1	1	0
g025742	0	0	1	1	0	1	1	1	0	0	1	0
g025743	1	0	0	1	0	0	0	0	1	1	1	0
g025744	1	1	1	1	1	1	1	1	1	1	1	1
g025745	1	1	0	0	0	0	0	1	1	0	1	1
g025746	1	1	1	1	1	1	1	1	1	1	1	1
g025747	1	1	1	1	1	1	1	1	1	1	1	1
g025748	1	1	1	1	1	1	1	1	1	1	1	1
g025749	0	1	1	1	1	1	1	0	0	1	1	0
g025750	0	0	0	0	0	0	0	0	0	0	1	0
g025751	0	1	0	0	0	0	0	0	1	0	1	0
