# Pathway	C011bmtagger1.fastq.noduplicatesAbundance	C022bmtagger1.fastq.noduplicatesAbundance	C033bmtagger1.fastq.noduplicatesAbundance	C044bmtagger1.fastq.noduplicatesAbundance	C055bmtagger1.fastq.noduplicatesAbundance	C066bmtagger1.fastq.noduplicatesAbundance	C077bmtagger1.fastq.noduplicatesAbundance	C088bmtagger1.fastq.noduplicatesAbundance	C099bmtagger1.fastq.noduplicatesAbundance	C1010bmtagger1.fastq.noduplicatesAbundance	C1111bmtagger1.fastq.noduplicatesAbundance	C1212bmtagger1.fastq.noduplicatesAbundance	D0113bmtagger1.fastq.noduplicatesAbundance	D0214bmtagger1.fastq.noduplicatesAbundance	D0315bmtagger1.fastq.noduplicatesAbundance	D0416bmtagger1.fastq.noduplicatesAbundance	D0517bmtagger1.fastq.noduplicatesAbundance	D0618bmtagger1.fastq.noduplicatesAbundance	D0719bmtagger1.fastq.noduplicatesAbundance	D0820bmtagger1.fastq.noduplicatesAbundance	D0921bmtagger1.fastq.noduplicatesAbundance	D1022bmtagger1.fastq.noduplicatesAbundance	D1123bmtagger1.fastq.noduplicatesAbundance	D1224bmtagger1.fastq.noduplicatesAbundance	E0125bmtagger1.fastq.noduplicatesAbundance	E0226bmtagger1.fastq.noduplicatesAbundance	E0327bmtagger1.fastq.noduplicatesAbundance	E0428bmtagger1.fastq.noduplicatesAbundance	E0529bmtagger1.fastq.noduplicatesAbundance	E0630bmtagger1.fastq.noduplicatesAbundance	E0731bmtagger1.fastq.noduplicatesAbundance	E0832bmtagger1.fastq.noduplicatesAbundance	E0933bmtagger1.fastq.noduplicatesAbundance	E1034bmtagger1.fastq.noduplicatesAbundance	E1135bmtagger1.fastq.noduplicatesAbundance	E1236bmtagger1.fastq.noduplicatesAbundance	F0137bmtagger1.fastq.noduplicatesAbundance	F0238bmtagger1.fastq.noduplicatesAbundance	F0339bmtagger1.fastq.noduplicatesAbundance	F0440bmtagger1.fastq.noduplicatesAbundance	F0541bmtagger1.fastq.noduplicatesAbundance	F0642bmtagger1.fastq.noduplicatesAbundance	F0743bmtagger1.fastq.noduplicatesAbundance	F0844bmtagger1.fastq.noduplicatesAbundance	F0945bmtagger1.fastq.noduplicatesAbundance	F1046bmtagger1.fastq.noduplicatesAbundance	F1147bmtagger1.fastq.noduplicatesAbundance	F1248bmtagger1.fastq.noduplicatesAbundance
PWY-6609: adenine and adenosine salvage III|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	102.278	0	85.7902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	207.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0926	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Gemella.s__Gemella_haemolysans	2056.37	1827.51	893.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531.76	0	0	3477.66	658.967	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Granulicatella.s__Granulicatella_adiacens	0	0	130.436	0	0	0	0	0	0	0	0	305.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434.344	0	0	0	245.733	0	0	0	0	0	63.7185	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.477	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4805	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14773	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1959	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7	0	0	203.338	0	0	0	0	0	0	245.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1837	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Oribacterium.s__Oribacterium_sinus	0	0	0	0	0	0	0	0	0	225.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531.437	0	0	0	0	0	0	0	0	0	491.339	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_loescheii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2331.45	1478.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_oris	0	0	96.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Solobacterium.s__Solobacterium_moorei	0	0	86.4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.099	0	0	15.2914	0	0	0	0	0	0	0	261.921	0	77.2218	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_australis	0	0	0	0	0	0	0	0	0	229.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.912	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9747	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_infantis	0	0	1607.66	0	0	0	0	0	0	304.666	0	102.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.953	0	0	0	965.571	0	2982.71	0	0	0	1893.55	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	6761.56	3462.23	4002.64	0	0	0	0	0	0	1186.99	0	1645.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714.13	0	1181.74	0	5335.78	0	0	1035.46	0	0	1846.34	0	0	0	285.188	450.791	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_parasanguinis	0	609.182	940.525	0	0	0	0	0	0	0	0	102.565	0	0	108.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.268	0	2155.14	0	495.156	293.576	616.913	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3087.63	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_salivarius	0	452.828	473.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.783	0	0	0	75.5372	0	0	0	0	0	0	0	0	0	72.4525	147.019	0	0
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_sanguinis	0	0	408.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2116.34	457.735	0	0	51.017	0	980.563	0	0	0	309.363	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	515.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	257.329	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052.34	850.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	300.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23739.6	1216.83	0	0	0	5631.69	0	0	0	0	0	0	0	0	10346.3	992.023	724.64	0	0	0	0	0	0	0	0	0	0
PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	278.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19312.6	1227.03	0	0	0	5289.82	0	0	0	0	0	0	0	0	9515	1136.31	819.274	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36639	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Alloprevotella.s__Alloprevotella_tannerae	0	772.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Granulicatella.s__Granulicatella_elegans	0	0	65.4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340.911	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.806	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	3693.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8828.4	0	0	44.8236	0	0	0	0	0	0	0	0	0	0	2150.97	2155.48	0	3682.09	3644.27	0	0
PWY-6700: queuosine biosynthesis|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5443	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	1438.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816.368	0	0	0	0	0	0	0	0	0	0	1235.19	599.266	0	0	0	0	0	44.0353	0	0	0	0	72.9882	0	0
PWY-6700: queuosine biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2796	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.20692	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Lautropia.s__Lautropia_mirabilis	0	0	31.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.9013	0	0	0	0	0	4188.12	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.9501	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Moraxella.s__Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.057	0	0	3628.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2894	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_flavescens	0	821.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.028	0	0	0	1168.07	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2535.23	0	0	0	0	0	0	0	0	0	0	0	107.89	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_sicca	0	0	271.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1791.62	0	0	0	0	0	0	0	678.016	0	0	0	72.1774	0	0	0	0	89.971	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_sp_oral_taxon_014	0	0	529.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	1051.87	39.2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.64	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	17.5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	231.141	0	0	0	0	0	0	3038.86	0	557.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.076	870.605	0	0	290.548	0	0	0	0	0	1420.2	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_intermedia	1417.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.397	556.918	0	297.204	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_loescheii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4521.13	2289.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_melaninogenica	0	0	1071.28	0	0	0	0	0	0	359.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90048.7	0	4254.24	0	0	17.7086	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_nanceiensis	0	0	0	0	0	0	0	0	0	222.92	0	418.975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.388	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_oris	0	0	84.2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_pallens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2843	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_veroralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6273	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	251.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9847.93	554.655	0	0	0	2788.73	0	0	0	0	0	0	0	0	9662.22	1012.28	784.745	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	6223.42	2310.64	0	2855.13	0	0	28218	16363.1	0	5524.85	22080.9	14791.4	0	0	0	0	5868.11	4200.16	0	0	0	5520.18	849.19	0	13027.3	20859.8	13122.1	0	0	0	0	2773.11	13307.4	0	0	0	7864.22	11369.7	20378.1	18357.1	87.3853	6459.64	6747.15	11520.9	3003.82	3105.12	0	0
PWY-6700: queuosine biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	172.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.505	0	0	0	431.158	0	0	0	0	139.755	1290.45	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2691.03	2532.13	1698.76	0	0	0	0	0	0	529.34	0	478.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.202	0	457.751	890.237	2708.4	0	0	529.844	0	0	1603.96	0	0	0	0	430.1	0	0
PWY-6700: queuosine biosynthesis|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99729	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	162.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7081	0	0	0	0	0	110.771	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_dispar	0	0	266.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6078	0	0	0	0	0	153.087	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	119.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.404	0	0	0	29.8142	0	0	0	0	0	229.653	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.491	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Alloprevotella.s__Alloprevotella_tannerae	0	418.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	0	0	48.0935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Haemophilus.s__Haemophilus_influenzae	0	0	0	7731.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9074.93	0	0	0	0	0	0	0	0	0	0	0	0	0	3669.62	3835.35	4821.19	4457.53	4849.95	0	0
PWY-6703: preQ0 biosynthesis|g__Haemophilus.s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.2446	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.3868	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Neisseria.s__Neisseria_meningitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Porphyromonas.s__Porphyromonas_sp_oral_taxon_279	0	0	280.474	0	0	0	0	0	0	2169.79	0	598.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.924	808.013	0	0	254.152	0	0	0	0	0	878.239	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	246.852	207.496	0	26521	30726	20131.9	17956.9	10798.3	9304.41	12210.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23219.4	0
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	166.545	0	0	0	0	0	0	0	0	151.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.335	0	0	0	195.665	0	0	0	0	0	465.751	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1790.51	2854.39	2954.23	0	0	0	0	985.709	0	0	0	1228.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016.19	0	0	0	3507.91	0	0	957.396	0	0	3531.87	0	0	0	0	417.608	0	0
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.4022	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Streptococcus.s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82292	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Veillonella.s__Veillonella_atypica	0	0	90.9327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1292	0	0	0	0	0	70.4874	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	114.363	0	0	0	0	0	0	0	0	214.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.086	0	0	0	0	0	0	0	0	0	180.886	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	271.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11264.1	467.516	0	0	0	3103.95	0	0	0	0	0	0	0	0	7013.19	1542.76	357.379	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Abiotrophia.s__Abiotrophia_defectiva	0	0	36.6714	0	0	0	0	0	0	66.4987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.06	0	0	0	0	0	90.2605	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Atopobium.s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68539	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	119.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700.281	0	0	3.3386	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	117.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1954	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.883	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_influenzae	0	0	29.2253	5329.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11442.9	0	0	0	0	0	0	0	0	0	0	358.79	0	0	2845.1	3427.16	2359.79	4978.51	4786.41	0	0
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0439	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_parainfluenzae	0	1283.72	1110.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886.66	0	0	0	0	0	0	0	0	0	0	535.802	514.013	0	0	1058.71	0	0	75.3699	0	0	0	0	70.8975	0	0
